id,prev_default,income,credit_age,intent,loan_amount,lti,grade,cleanlab_is_label_issue,cleanlab_label_issue_score,cleanlab_suggested_label,cleanlab_corrected_label,cleanlab_action,cleanlab_top_labels,cleanlab_top_probs,cleanlab_given_label_prob,cleanlab_predicted_label,cleanlab_predicted_label_prob,cleanlab_suggested_label_confidence_score,cleanlab_is_ambiguous,cleanlab_ambiguous_score,cleanlab_is_well_labeled,cleanlab_is_outlier,cleanlab_outlier_score,cleanlab_is_initially_unlabeled,cleanlab_has_rare_class
17167,No,42000,2,PERSONAL,5750,13.690476190476192,C,False,0.4127286225557327,,,,"[""C"", ""A"", ""B"", ""D""]","[0.4552215039730072, 0.28067874908447266, 0.17126141488552094, 0.08522120863199234]",0.4552215039730072,C,0.4552215039730072,0.4552215039730072,False,0.9432029558180096,False,False,,False,False
17169,No,51492,4,EDUCATION,13800,26.80027965509205,B,False,0.1965513788163662,,,,"[""B"", ""D"", ""A"", ""C"", ""F""]","[0.6981915831565857, 0.09129434078931808, 0.08845970034599304, 0.07282431423664093, 0.04923003166913986]",0.6981915831565857,B,0.6981915831565857,0.6981915831565857,False,0.7696180908168604,False,False,,False,False
17171,No,49200,3,MEDICAL,5600,11.38211382113821,A,False,0.1822312176227569,,,,"[""A"", ""B"", ""D"", ""C""]","[0.774925172328949, 0.1393876075744629, 0.05323093384504318, 0.02626442164182663]",0.774925172328949,A,0.774925172328949,0.774925172328949,False,0.7066951625314393,False,False,,False,False
17172,No,78000,4,EDUCATION,7750,9.935897435897436,A,False,0.1454817578196525,,,,"[""A"", ""B"", ""D"", ""C""]","[0.8056493401527405, 0.0966128557920456, 0.05950116366147995, 0.028563134372234344]",0.8056493401527405,A,0.8056493401527405,0.8056493401527405,False,0.6816942366524339,False,False,,False,False
17173,No,84000,2,EDUCATION,23000,27.380952380952383,B,False,0.2102504298090934,,,,"[""B"", ""D"", ""F"", ""C"", ""A""]","[0.7111989259719849, 0.13169978559017181, 0.0898352861404419, 0.03643487021327019, 0.030831094831228256]",0.7111989259719849,B,0.7111989259719849,0.7111989259719849,False,0.7016683675571725,False,False,,False,False
17175,No,75531,2,PERSONAL,15000,19.859395480001588,D,False,0.4009951055049896,,,,"[""D"", ""B"", ""A"", ""F"", ""C""]","[0.48364749550819397, 0.2856377065181732, 0.13200899958610535, 0.05030045285820961, 0.048405349254608154]",0.4836474955081939,D,0.4836474955081939,0.4836474955081939,False,0.8666707367129419,False,False,,False,False
17176,Yes,30000,2,VENTURE,5200,17.333333333333336,F,False,0.4728036224842071,,,,"[""F"", ""D"", ""C"", ""A""]","[0.4043946862220764, 0.3500019311904907, 0.20267115533351898, 0.0334622748196125]",0.4043946862220764,F,0.4043946862220764,0.4043946862220764,False,0.7301818123034335,False,False,,False,False
17177,Yes,100000,3,PERSONAL,15000,15.0,A,True,0.7933115419000387,C,,unresolved,"[""C"", ""D"", ""F"", ""A""]","[0.639500617980957, 0.23369193077087402, 0.07113796472549438, 0.05287753418087959]",0.0528775341808795,C,0.639500617980957,0.639500617980957,False,0.7494297752753518,False,False,,False,False
17179,No,80000,3,PERSONAL,3000,3.75,A,False,0.1544335819780826,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.8029232621192932, 0.11179042607545853, 0.041987594217061996, 0.030005518347024918, 0.013293244875967503]",0.8029232621192932,A,0.8029232621192932,0.8029232621192932,False,0.6861735159533157,False,False,,False,False
17181,Yes,24000,4,VENTURE,5550,23.125,C,False,0.5130414515733719,B,,unresolved,"[""B"", ""C"", ""D"", ""A"", ""F""]","[0.3274504542350769, 0.30136755108833313, 0.20957410335540771, 0.11864054948091507, 0.042967405170202255]",0.3013675510883331,B,0.3274504542350769,0.3274504542350769,True,0.969671659659871,False,False,,False,False
17183,No,87000,4,EDUCATION,20000,22.988505747126435,C,False,0.366370141506195,,,,"[""C"", ""B"", ""D"", ""F"", ""A""]","[0.5049394369125366, 0.23767971992492676, 0.11058195680379868, 0.07966317981481552, 0.06713566184043884]",0.5049394369125366,C,0.5049394369125366,0.5049394369125366,False,0.8926164410514653,False,False,,False,False
17185,No,53004,3,DEBTCONSOLIDATION,21000,39.61965134706815,B,False,0.1946004182100296,,,,"[""B"", ""F"", ""D"", ""C"", ""A""]","[0.7383795380592346, 0.12758037447929382, 0.09204401820898056, 0.02697758935391903, 0.015018562786281109]",0.7383795380592346,B,0.7383795380592346,0.7383795380592346,False,0.6448995888982649,False,False,,False,False
17187,No,64000,2,DEBTCONSOLIDATION,1000,1.5625,B,False,0.2603122368454933,,,,"[""B"", ""A"", ""D"", ""F"", ""C""]","[0.6367536783218384, 0.157378152012825, 0.09731742739677429, 0.056325916200876236, 0.0522247776389122]",0.6367536783218384,B,0.6367536783218384,0.6367536783218384,False,0.8110437586152941,False,False,,False,False
17188,No,27252,3,PERSONAL,5800,21.282841626302655,A,False,0.3204726949334144,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.5324039459228516, 0.17334933578968048, 0.14310073852539062, 0.11833757907152176, 0.032808441668748856]",0.5324039459228516,A,0.5324039459228516,0.5324039459228516,False,0.9148778288772872,False,False,,False,False
17189,No,51500,4,DEBTCONSOLIDATION,20000,38.83495145631068,F,False,0.4682739824056625,,,,"[""F"", ""D"", ""B"", ""C"", ""A""]","[0.3667578399181366, 0.30330580472946167, 0.2629299461841583, 0.04462099447846413, 0.022385381162166595]",0.3667578399181366,F,0.3667578399181366,0.3667578399181366,False,0.7653225908036227,False,False,,False,False
17192,No,94000,2,HOMEIMPROVEMENT,9600,10.212765957446807,C,False,0.3908970654010772,,,,"[""C"", ""A"", ""B"", ""D"", ""F""]","[0.4442507326602936, 0.22604486346244812, 0.18095211684703827, 0.12361802905797958, 0.02513420581817627]",0.4442507326602936,C,0.4442507326602936,0.4442507326602936,False,0.9586127572688004,False,False,,False,False
17193,No,48996,2,MEDICAL,5000,10.204914686913218,B,False,0.3308985531330108,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.5718352794647217, 0.2336323857307434, 0.13864564895629883, 0.03382177650928497, 0.022064877673983574]",0.5718352794647217,B,0.5718352794647217,0.5718352794647217,False,0.842966001971872,False,False,,False,False
17201,No,87996,3,MEDICAL,8000,9.091322332833313,A,False,0.2242990955710411,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.721203088760376, 0.1698012799024582, 0.054475922137498856, 0.04123517498373985, 0.01328448485583067]",0.721203088760376,A,0.721203088760376,0.721203088760376,False,0.7565860957803596,False,False,,False,False
17203,No,117000,3,EDUCATION,6000,5.128205128205128,A,False,0.2470763474702835,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.6828309297561646, 0.17698362469673157, 0.08479948341846466, 0.03481842577457428, 0.02056756801903248]",0.6828309297561646,A,0.6828309297561646,0.6828309297561646,False,0.7962853176818024,False,False,,False,False
17204,No,46932,3,EDUCATION,7000,14.915196454444729,A,False,0.178837064653635,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.7461918592453003, 0.10386598855257034, 0.08006805926561356, 0.05312018468976021, 0.01675378903746605]",0.7461918592453003,A,0.7461918592453003,0.7461918592453003,False,0.7473655240854821,False,False,,False,False
17205,Yes,52692,4,MEDICAL,3500,6.642374554011994,C,False,0.1883717291057109,,,,"[""C"", ""D"", ""A"", ""F""]","[0.7378129363059998, 0.11455639451742172, 0.08163458853960037, 0.06310109049081802]",0.7378129363059998,C,0.7378129363059998,0.7378129363059998,False,0.7104364578022879,False,False,,False,False
17210,No,76250,3,VENTURE,10000,13.114754098360656,B,False,0.3511954694986343,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.5988889932632446, 0.3012799322605133, 0.05343151465058327, 0.030981069430708885, 0.015418489463627338]",0.5988889932632446,B,0.5988889932632446,0.5988889932632446,False,0.8005477723396676,False,False,,False,False
17215,No,65000,2,DEBTCONSOLIDATION,5000,7.6923076923076925,A,False,0.1912717521190643,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.767205536365509, 0.1497490406036377, 0.03793216869235039, 0.029454026371240616, 0.015659194439649582]",0.767205536365509,A,0.767205536365509,0.767205536365509,False,0.7089688035957465,False,False,,False,False
17217,No,40000,3,EDUCATION,10000,25.0,D,False,0.4955971390008926,,,,"[""D"", ""B"", ""A"", ""C"", ""F""]","[0.3697052001953125, 0.3608994781970978, 0.1868545562028885, 0.06613747775554657, 0.01640324480831623]",0.3697052001953125,D,0.3697052001953125,0.3697052001953125,False,0.9153121199745834,False,False,,False,False
17218,No,59004,4,HOMEIMPROVEMENT,20000,33.89600705036946,D,False,0.3581889718770981,,,,"[""D"", ""B"", ""F"", ""C"", ""A""]","[0.535273551940918, 0.25165149569511414, 0.15510547161102295, 0.039586152881383896, 0.018383409827947617]",0.535273551940918,D,0.535273551940918,0.535273551940918,False,0.7563315969851143,False,False,,False,False
17913,Yes,258000,7,EDUCATION,35000,13.565891472868216,F,False,0.3536727055907249,,,,"[""F"", ""D"", ""C"", ""A""]","[0.5275868773460388, 0.2349322885274887, 0.19965878129005432, 0.03318443149328232]",0.5275868773460388,F,0.5275868773460388,0.5275868773460388,False,0.678954942235591,False,False,,False,False
17221,No,166000,2,PERSONAL,23450,14.126506024096386,B,False,0.2696370482444763,,,,"[""B"", ""D"", ""F"", ""C"", ""A""]","[0.6652865409851074, 0.20456063747406006, 0.05664485692977905, 0.04417591169476509, 0.029331961646676064]",0.6652865409851074,B,0.6652865409851074,0.6652865409851074,False,0.7393918001826383,False,False,,False,False
17222,No,80000,3,VENTURE,12000,15.0,A,False,0.1745855249464512,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.7683216333389282, 0.1174926832318306, 0.056919291615486145, 0.03757812827825546, 0.019688209518790245]",0.7683216333389282,A,0.7683216333389282,0.7683216333389282,False,0.7177896632845693,False,False,,False,False
17225,No,33000,4,MEDICAL,1000,3.0303030303030303,A,False,0.3683470711112022,,,,"[""A"", ""F"", ""B"", ""D"", ""C""]","[0.476364403963089, 0.21305854618549347, 0.17471836507320404, 0.06931257247924805, 0.06654609739780426]",0.476364403963089,A,0.476364403963089,0.476364403963089,False,0.8586094458766245,False,False,,False,False
17228,No,60000,3,EDUCATION,8000,13.333333333333334,B,False,0.393161416053772,,,,"[""B"", ""A"", ""D"", ""C""]","[0.5554930567741394, 0.34181588888168335, 0.07024723291397095, 0.026628904044628143]",0.5554930567741394,B,0.5554930567741394,0.5554930567741394,False,0.8161219799955937,False,False,,False,False
17231,No,57550,4,DEBTCONSOLIDATION,3500,6.081668114682884,A,False,0.1625378653407097,,,,"[""A"", ""B"", ""D"", ""C""]","[0.7764983177185059, 0.10157404839992523, 0.05600665137171745, 0.055979397147893906]",0.7764983177185059,A,0.7764983177185059,0.7764983177185059,False,0.7222606135705911,False,False,,False,False
17232,Yes,60500,3,EDUCATION,7000,11.570247933884298,C,False,0.2407509833574295,,,,"[""C"", ""D"", ""A"", ""F""]","[0.7115268707275391, 0.19302883744239807, 0.05899883061647415, 0.035367123782634735]",0.7115268707275391,C,0.7115268707275391,0.7115268707275391,False,0.7188145708681551,False,False,,False,False
17233,Yes,62000,3,HOMEIMPROVEMENT,2000,3.225806451612903,A,True,0.8937672358006239,C,,unresolved,"[""C"", ""D"", ""A"", ""F""]","[0.8196133971214294, 0.13247640430927277, 0.032078925520181656, 0.014018835499882698]",0.0320789255201816,C,0.8196133971214294,0.8196133971214294,False,0.6326179358084908,False,False,,False,False
17235,Yes,42000,3,VENTURE,14750,35.11904761904761,C,False,0.575554683804512,,,,"[""D"", ""C"", ""F"", ""B"", ""A""]","[0.47340714931488037, 0.3222977817058563, 0.11088012158870697, 0.06354615092277527, 0.02986873686313629]",0.3222977817058563,D,0.4734071493148803,0.4734071493148803,False,0.8231099966989093,False,False,,False,False
17238,Yes,75000,3,DEBTCONSOLIDATION,9500,12.666666666666668,C,False,0.4700967371463775,,,,"[""C"", ""D"", ""A"", ""B"", ""F""]","[0.3633619248867035, 0.3035553991794586, 0.1741647571325302, 0.14840386807918549, 0.010513956658542156]",0.3633619248867035,C,0.3633619248867035,0.3633619248867035,False,0.96677138299207,False,False,,False,False
17239,Yes,36000,3,MEDICAL,13750,38.19444444444444,C,False,0.3393988311290741,,,,"[""C"", ""D"", ""F"", ""A""]","[0.6054165363311768, 0.28421419858932495, 0.08158713579177856, 0.025900907814502716]",0.6054165363311768,C,0.6054165363311768,0.6054165363311768,False,0.7351922378428154,False,False,,False,False
17241,No,80000,3,VENTURE,12000,15.0,A,False,0.1694089621305465,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.7823653817176819, 0.12118330597877502, 0.04521520063281059, 0.03252239525318146, 0.01871374249458313]",0.7823653817176819,A,0.7823653817176819,0.7823653817176819,False,0.7006230673996728,False,False,,False,False
17245,Yes,16080,2,EDUCATION,3000,18.65671641791045,D,False,0.4099018424749374,,,,"[""D"", ""C"", ""F"", ""A""]","[0.5404025316238403, 0.3602062165737152, 0.05841885134577751, 0.03465218096971512]",0.5404025316238403,D,0.5404025316238403,0.5404025316238403,False,0.7550200741411215,False,False,,False,False
17247,No,80400,2,MEDICAL,7000,8.706467661691542,B,False,0.4436634629964828,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.5113231539726257, 0.39865007996559143, 0.04249447584152222, 0.02668119966983795, 0.020851030945777893]",0.5113231539726257,B,0.5113231539726257,0.5113231539726257,False,0.8096887083910452,False,False,,False,False
17250,Yes,18000,4,DEBTCONSOLIDATION,1500,8.333333333333332,C,False,0.218944638967514,,,,"[""C"", ""D"", ""F"", ""A""]","[0.7310484647750854, 0.16893774271011353, 0.05787796154618263, 0.03437953442335129]",0.7310484647750854,C,0.7310484647750854,0.7310484647750854,False,0.6949677432608262,False,False,,False,False
17253,No,33600,4,PERSONAL,4450,13.24404761904762,B,False,0.2438852936029434,,,,"[""B"", ""D"", ""A"", ""C"", ""F""]","[0.6621137261390686, 0.14988431334495544, 0.108415886759758, 0.058394867926836014, 0.021191207692027092]",0.6621137261390686,B,0.6621137261390686,0.6621137261390686,False,0.8002048597015329,False,False,,False,False
17257,No,136000,3,DEBTCONSOLIDATION,25000,18.38235294117647,F,False,0.4975921660661697,,,,"[""F"", ""B"", ""D"", ""C"", ""A""]","[0.43202516436576843, 0.4272094964981079, 0.07540307939052582, 0.043167781084775925, 0.022194404155015945]",0.4320251643657684,F,0.4320251643657684,0.4320251643657684,False,0.6924471097629011,False,False,,False,False
17261,Yes,36000,4,DEBTCONSOLIDATION,5000,13.88888888888889,D,True,0.6581620424985886,C,,unresolved,"[""C"", ""D"", ""F"", ""A""]","[0.6285149455070496, 0.31219086050987244, 0.027737732976675034, 0.02621595561504364]",0.3121908605098724,C,0.6285149455070496,0.6285149455070496,False,0.7271114006648075,False,False,,False,False
17264,Yes,50000,2,HOMEIMPROVEMENT,11000,22.0,D,False,0.2779269367456436,,,,"[""D"", ""C"", ""A"", ""F""]","[0.6968370079994202, 0.2526908814907074, 0.030986664816737175, 0.019088732078671455]",0.6968370079994202,D,0.6968370079994202,0.6968370079994202,False,0.6815912947216666,False,False,,False,False
17265,No,105999,2,EDUCATION,8550,8.066113831262559,B,False,0.3353185951709747,,,,"[""B"", ""A"", ""C"", ""F"", ""D""]","[0.5840556025505066, 0.25469279289245605, 0.08561687916517258, 0.0390317440032959, 0.036602944135665894]",0.5840556025505066,B,0.5840556025505066,0.5840556025505066,False,0.8402614106845826,False,False,,False,False
17268,No,33996,3,MEDICAL,10800,31.768443346276033,B,False,0.2768574133515358,,,,"[""B"", ""D"", ""A"", ""C"", ""F""]","[0.5937363505363464, 0.14745117723941803, 0.12029612064361572, 0.11084940284490585, 0.02766696736216545]",0.5937363505363464,B,0.5937363505363464,0.5937363505363464,False,0.8637201383951418,False,False,,False,False
17276,No,14400,3,DEBTCONSOLIDATION,4000,27.77777777777778,B,False,0.2939994409680366,,,,"[""B"", ""C"", ""D"", ""A"", ""F""]","[0.5677972435951233, 0.1557961255311966, 0.12228216975927353, 0.09383808076381683, 0.060286346822977066]",0.5677972435951233,B,0.5677972435951233,0.5677972435951233,False,0.8722749613989671,False,False,,False,False
17280,Yes,80000,2,PERSONAL,7000,8.75,C,False,0.1531072109937667,,,,"[""C"", ""D"", ""F"", ""A""]","[0.8006253242492676, 0.10683974623680115, 0.054717808961868286, 0.03557973355054855]",0.8006253242492676,C,0.8006253242492676,0.8006253242492676,False,0.6412435489013303,False,False,,False,False
17283,No,65000,2,PERSONAL,4000,6.153846153846154,A,False,0.2566705346107483,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6798520088195801, 0.19319307804107666, 0.06868873536586761, 0.038902491331100464, 0.019363654777407646]",0.6798520088195801,A,0.6798520088195801,0.6798520088195801,False,0.7843287632955844,False,False,,False,False
17284,No,21600,3,VENTURE,7125,32.98611111111111,A,False,0.2868843078613281,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.5762891173362732, 0.15005773305892944, 0.12681810557842255, 0.11382091790437698, 0.03301416337490082]",0.5762891173362732,A,0.5762891173362732,0.5762891173362732,False,0.8879869387642428,False,False,,False,False
17285,No,44000,2,EDUCATION,3200,7.272727272727272,A,False,0.6182892248034477,B,,unresolved,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.4822026491165161, 0.24562419950962067, 0.13965679705142975, 0.10986364632844925, 0.02265271544456482]",0.2456241995096206,B,0.4822026491165161,0.4822026491165161,True,0.9249053927734038,False,False,,False,False
17288,No,65000,4,EDUCATION,8000,12.307692307692308,A,False,0.1664018221199512,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.7704114317893982, 0.10321507602930069, 0.07658882439136505, 0.038966819643974304, 0.01081786397844553]",0.7704114317893982,A,0.7704114317893982,0.7704114317893982,False,0.720988002847979,False,False,,False,False
17290,No,60000,3,EDUCATION,15000,25.0,B,False,0.1637018173933029,,,,"[""B"", ""D"", ""A"", ""C"", ""F""]","[0.7603240013122559, 0.0877276360988617, 0.0535755418241024, 0.049993593245744705, 0.04837924614548683]",0.7603240013122559,B,0.7603240013122559,0.7603240013122559,False,0.6987354480294263,False,False,,False,False
17291,No,30000,4,VENTURE,19750,65.83333333333333,B,False,0.1666546277701854,,,,"[""B"", ""F"", ""C"", ""D"", ""A""]","[0.7490126490592957, 0.0823219045996666, 0.08008424192667007, 0.06633391976356506, 0.02224716730415821]",0.7490126490592957,B,0.7490126490592957,0.7490126490592957,False,0.6857658082411707,False,False,,False,False
17292,No,115600,4,VENTURE,9925,8.585640138408305,A,False,0.243449680507183,,,,"[""A"", ""B"", ""C"", ""F"", ""D""]","[0.6859974265098572, 0.17289678752422333, 0.06320208311080933, 0.041816458106040955, 0.03608717396855354]",0.6859974265098572,A,0.6859974265098572,0.6859974265098572,False,0.7819297982360075,False,False,,False,False
17295,No,130992,4,MEDICAL,6000,4.580432392817882,A,False,0.2043455615639686,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.7160124182701111, 0.1247035413980484, 0.09790053218603134, 0.04618365690112114, 0.015199778601527214]",0.7160124182701111,A,0.7160124182701111,0.7160124182701111,False,0.7816088085164558,False,False,,False,False
17302,No,51600,3,MEDICAL,3000,5.813953488372093,B,False,0.2858024761080742,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.6567040085792542, 0.22830896079540253, 0.04743557423353195, 0.0427931547164917, 0.024758324027061462]",0.6567040085792542,B,0.6567040085792542,0.6567040085792542,False,0.7843017122705241,False,False,,False,False
17304,No,56700,2,VENTURE,12000,21.164021164021165,A,False,0.2625513821840286,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6626695990562439, 0.18777236342430115, 0.09309668838977814, 0.03437981754541397, 0.022081535309553146]",0.6626695990562439,A,0.6626695990562439,0.6626695990562439,False,0.7964619079218149,False,False,,False,False
17305,No,48000,4,VENTURE,4400,9.166666666666666,A,False,0.2531105801463127,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6790050864219666, 0.18522624671459198, 0.07268854230642319, 0.04966343566775322, 0.013416631147265434]",0.6790050864219666,A,0.6790050864219666,0.6790050864219666,False,0.7944591702315863,False,False,,False,False
17306,Yes,34000,3,MEDICAL,3800,11.176470588235295,D,False,0.2189725488424301,,,,"[""D"", ""C"", ""A"", ""F""]","[0.7444279193878174, 0.1823730170726776, 0.03617464751005173, 0.03444981202483177]",0.7444279193878174,D,0.7444279193878174,0.7444279193878174,False,0.6588609489383536,False,False,,False,False
17309,Yes,103000,3,DEBTCONSOLIDATION,21000,20.388349514563107,C,False,0.3257993459701538,,,,"[""C"", ""D"", ""F"", ""A""]","[0.6119125485420227, 0.2635112404823303, 0.09180247038602829, 0.027202846482396126]",0.6119125485420227,C,0.6119125485420227,0.6119125485420227,False,0.7384074598256003,False,False,,False,False
17314,No,38400,4,MEDICAL,4200,10.9375,D,True,0.8049122057855129,A,,unresolved,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6926002502441406, 0.16394713521003723, 0.08277583867311478, 0.046624187380075455, 0.01405260432511568]",0.0827758386731147,A,0.6926002502441406,0.6926002502441406,False,0.7861451436956512,False,False,,False,False
17316,No,60000,4,EDUCATION,7000,11.666666666666666,A,False,0.1172750927507877,,,,"[""A"", ""B"", ""D"", ""C""]","[0.8485972881317139, 0.08314747363328934, 0.04035439342260361, 0.02086111716926098]",0.8485972881317139,A,0.8485972881317139,0.8485972881317139,False,0.6327365781217775,False,False,,False,False
17318,Yes,48000,3,VENTURE,6000,12.5,C,False,0.3309461772441864,,,,"[""C"", ""D"", ""F"", ""A""]","[0.6112933158874512, 0.273185670375824, 0.0716918557882309, 0.035865943878889084]",0.6112933158874512,C,0.6112933158874512,0.6112933158874512,False,0.7510862020947462,False,False,,False,False
17319,No,61000,3,EDUCATION,2500,4.098360655737705,A,False,0.2558421492576599,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.6727483868598938, 0.18443268537521362, 0.08663921058177948, 0.04496043920516968, 0.011219246312975883]",0.6727483868598938,A,0.6727483868598938,0.6727483868598938,False,0.8084236111113677,False,False,,False,False
17320,Yes,56000,4,HOMEIMPROVEMENT,15000,26.785714285714285,F,False,0.4129920601844787,,,,"[""F"", ""D"", ""C"", ""A""]","[0.4764334261417389, 0.3024175465106964, 0.18660101294517517, 0.03225798159837723]",0.4764334261417389,F,0.4764334261417389,0.4764334261417389,False,0.692969998715115,False,False,,False,False
17323,Yes,115275,4,EDUCATION,7500,6.506180871828236,C,False,0.1002626866102218,,,,"[""C"", ""D"", ""A"", ""F""]","[0.8579710125923157, 0.0584963858127594, 0.05320208892226219, 0.024739064276218414]",0.8579710125923157,C,0.8579710125923157,0.8579710125923157,False,0.6107094824592962,False,False,,False,False
17324,No,48000,4,PERSONAL,10000,20.833333333333336,A,False,0.5698433667421341,B,,unresolved,"[""B"", ""A"", ""C"", ""D"", ""F""]","[0.41346514225006104, 0.27377840876579285, 0.20783904194831848, 0.08590363711118698, 0.019013721495866776]",0.2737784087657928,B,0.413465142250061,0.413465142250061,True,0.9542330286434766,False,False,,False,False
17329,Yes,52500,4,VENTURE,8000,15.23809523809524,C,False,0.3788917511701584,,,,"[""C"", ""D"", ""F"", ""A""]","[0.5782485604286194, 0.33603206276893616, 0.04615835100412369, 0.037930864840745926]",0.5782485604286194,C,0.5782485604286194,0.5782485604286194,False,0.7506803154483045,False,False,,False,False
17333,No,82560,4,DEBTCONSOLIDATION,4500,5.450581395348837,A,False,0.4022841155529022,,,,"[""A"", ""F"", ""B"", ""D"", ""C""]","[0.4764995276927948, 0.28106775879859924, 0.16866759955883026, 0.038821808993816376, 0.03494330495595932]",0.4764995276927948,A,0.4764995276927948,0.4764995276927948,False,0.7976485563603455,False,False,,False,False
17335,No,38000,3,EDUCATION,4800,12.63157894736842,B,False,0.3099871799349785,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.5857040882110596, 0.20567844808101654, 0.10334420204162598, 0.07807190716266632, 0.027201374992728233]",0.5857040882110596,B,0.5857040882110596,0.5857040882110596,False,0.8606985475342304,False,False,,False,False
17337,No,88000,2,PERSONAL,11000,12.5,B,False,0.3388225585222244,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.6022272109985352, 0.279872328042984, 0.057799190282821655, 0.03733322024345398, 0.022768007591366768]",0.6022272109985352,B,0.6022272109985352,0.6022272109985352,False,0.8089725558427985,False,False,,False,False
17339,No,60000,4,DEBTCONSOLIDATION,3000,5.0,D,True,0.7040263563394547,A,,unresolved,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.640336811542511, 0.23228409886360168, 0.07655970007181168, 0.03777794539928436, 0.01304143387824297]",0.2322840988636016,A,0.640336811542511,0.640336811542511,False,0.7951017052243824,False,False,,False,False
17342,No,75000,4,HOMEIMPROVEMENT,15000,20.0,B,False,0.2543356269598007,,,,"[""B"", ""D"", ""A"", ""F"", ""C""]","[0.643797755241394, 0.15246900916099548, 0.10686153918504715, 0.053082119673490524, 0.043789513409137726]",0.643797755241394,B,0.643797755241394,0.643797755241394,False,0.7967359489963628,False,False,,False,False
17345,No,35000,2,DEBTCONSOLIDATION,12000,34.285714285714285,A,False,0.5634843409061432,B,,unresolved,"[""B"", ""C"", ""D"", ""A"", ""F""]","[0.30922412872314453, 0.26643693447113037, 0.21852348744869232, 0.18225544691085815, 0.023559963330626488]",0.1822554469108581,B,0.3092241287231445,0.3092241287231445,True,0.9902290828440669,False,False,,False,False
17347,Yes,16000,3,MEDICAL,2275,14.21875,C,False,0.3885511308908462,,,,"[""C"", ""D"", ""B"", ""F"", ""A""]","[0.5411284565925598, 0.3182307183742523, 0.08269386738538742, 0.029992857947945595, 0.027954142540693283]",0.5411284565925598,C,0.5411284565925598,0.5411284565925598,False,0.8217765752047357,False,False,,False,False
17350,Yes,34000,3,PERSONAL,5500,16.176470588235293,D,False,0.1896910890936851,,,,"[""D"", ""C"", ""A"", ""F""]","[0.7806440591812134, 0.16002623736858368, 0.02981889247894287, 0.02700204588472843]",0.7806440591812134,D,0.7806440591812134,0.7806440591812134,False,0.6280225657952264,False,False,,False,False
17351,No,25000,4,PERSONAL,3600,14.4,B,False,0.2218331880867481,,,,"[""B"", ""D"", ""C"", ""A"", ""F""]","[0.6723947525024414, 0.11606112867593765, 0.10076058655977249, 0.08037015795707703, 0.03041338361799717]",0.6723947525024414,B,0.6723947525024414,0.6723947525024414,False,0.7998111150065496,False,False,,False,False
17352,Yes,49278,2,DEBTCONSOLIDATION,11000,22.322334510329153,C,False,0.5680171996355057,,,,"[""A"", ""D"", ""C"", ""F""]","[0.40800580382347107, 0.3041416108608246, 0.2719714045524597, 0.015500771813094616]",0.2719714045524597,A,0.408005803823471,0.408005803823471,False,0.8773118308139598,False,False,,False,False
17353,No,52000,3,VENTURE,3500,6.730769230769231,A,False,0.2597783729434013,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6912833452224731, 0.21084009110927582, 0.04122830927371979, 0.03947946056723595, 0.01716875657439232]",0.6912833452224731,A,0.6912833452224731,0.6912833452224731,False,0.7675462405782484,False,False,,False,False
17354,Yes,27600,3,EDUCATION,1000,3.6231884057971016,C,False,0.1833545938134193,,,,"[""C"", ""D"", ""A"", ""F""]","[0.7506857514381409, 0.11739493906497955, 0.07142360508441925, 0.056037478148937225]",0.7506857514381409,C,0.7506857514381409,0.7506857514381409,False,0.7008680445486015,False,False,,False,False
